121.592764,31.288667
121.416704,31.007836
121.609514,31.262781
121.411136,31.131418
121.31533,31.061302
121.465122,31.199859
121.274451,31.162405
121.508053,31.199004
121.302911,31.272665
121.423733,31.271094
121.420331,31.273969
121.692243,31.176565
121.09187,31.168204
121.376032,31.105033
121.439464,31.246222
121.385263,31.158012
121.373132,31.179594
121.507797,31.275515
121.588139,31.243889
121.546473,31.206044
121.584640,31.025276
121.432,31.162208
121.511139,31.231597
121.455374,31.198466
121.487604,31.400894
121.497375,31.273589
121.579079,31.273995
121.736647,31.068428
121.192582,31.292301
121.376991,31.260525
121.308207,31.245731
121.449492,31.19116
121.409668,31.021594
121.371126,31.211122
121.472154,31.044971
121.510036,31.27659
121.457420,31.239780
121.429625,31.292045
121.446909,31.26557
121.316962,31.065985
121.374921,31.237817
121.50128,31.222644
121.499468,31.222443
121.400420,31.184377
121.736647,31.068428
121.351164,31.164681
121.427424,31.206018
121.480237,31.274109
121.350549,31.160565
121.545677,31.242082
121.35147,31.285605
121.491965,31.317460
121.22632,31.38145
121.505128,31.266711
121.495087,31.206124
121.148972,31.163399
121.570775,31.135947
121.422242,31.002977
121.405563,31.233649
121.393998,31.260497
121.415883,31.193473
121.252985,31.107697
121.393602,31.066399
121.158854,31.163485
121.465407,31.044463
121.404482,31.292532
121.617757,31.289143
121.433214,31.113393
121.495951,31.26335
121.522343,31.22704
121.412562,31.292353
121.599155,31.262591
121.442523,31.171002
121.250557,31.367061
121.568689,31.225051
121.299925,31.202641
121.432,31.162208
121.313287,31.247499
121.44162,31.265957
121.442582,31.254137
121.374921,31.237817
121.516908,31.292639
121.567224,31.228491
121.458991,31.220648
121.515683,31.277313
121.452147,31.182008
121.447027,31.166414
121.56977,31.21984
121.545712,31.288828
121.777014,31.048233
121.511282,30.826434
121.398191,31.258197
121.359944,31.343770
121.580725,31.276612
121.570464,31.256209
121.393602,31.066399
121.238482,31.113776
121.50916,31.170501
121.348327,31.102725
121.526794,31.139461
121.528226,31.264053
121.576996,31.131255
121.552664,31.194238
121.517500,31.225171
121.238482,31.113776
121.305384,31.147257
121.655346,31.262662
121.524873,31.285129
121.027787,31.125775
121.417731,31.139817
121.570775,31.135947
121.454377,31.177717
121.440003,31.164717
121.41698,31.131778
121.414574,31.057059
121.46024,31.250656
121.447727,31.39418
121.313711,31.244255
121.480911,31.229018
121.595373,31.259637
