121.316453,31.131362
121.346116,31.153154
121.411195,31.300405
121.464878,31.249654
121.493019,31.155056
121.51631,31.185663
121.438277,31.322364
121.439247,31.198367
121.374086,31.162769
121.359861,31.243937
121.356112,31.156080
121.501231,31.273313
121.50586,31.231735
121.527666,31.267257
121.434808,31.184569
121.672465,31.242214
121.470596,31.197127
121.404646,31.292652
121.530339,31.159803
121.385249,31.208696
121.542084,31.199877
121.563276,31.236773
121.401854,31.291797
121.481848,31.171269
121.477219,31.330219
121.562668,31.137471
121.614316,31.143054
121.348209,31.265944
121.417606,31.154362
121.430404,31.19564
121.699290,31.188734
121.401854,31.291797
121.508339,31.187603
121.919231,30.918587
121.59759,31.202172
121.359223,31.171752
121.75397,31.181215
121.393803,31.134967
121.421183,31.193564
121.222583,31.018277
121.402472,31.113427
121.429277,30.990815
121.587640,31.099370
121.430835,30.987616
121.321012,31.146453
121.391071,31.100662
121.446633,31.196566
121.411932,31.224207
121.479744,31.277027
121.366241,31.175212
121.602223,31.11945
121.459908,31.288472
121.629482,31.179889
121.541267,31.319703
121.389043,31.202319
121.486709,31.338230
121.45735,30.901071
121.466009,31.227310
121.316962,31.065985
121.577416,31.245435
121.442694,31.271627
121.445468,30.992499
121.508541,31.174823
121.361245,31.155573
121.35208,31.28762
121.110611,31.159307
121.423526,31.175538
121.521839,31.242825
121.379982,31.259964
121.402094,31.238455
121.913979,30.900481
121.510785,31.18252
121.346445,31.079104
121.037989,31.102908
121.38062,31.13596
121.022534,31.114472
121.457056,31.195558
121.454056,31.155073
121.467767,31.251427
121.471638,31.216692
121.381962,31.184245
121.541033,31.322736
121.508717,31.15058
121.448329,31.180526
121.198485,31.292549
121.438994,31.247371
121.45735,30.901071
121.370424,31.195691
121.47898,31.322415
121.36917,31.214267
121.364321,31.207312
121.420283,31.223874
121.426682,31.222417
121.406583,31.259938
121.460936,31.11959
121.492724,31.309768
121.234239,31.112694
121.387254,31.144375
121.539085,31.060106
121.44114,31.138099
121.429969,31.147135
121.403113,31.139428
121.476121,31.275652
121.486527,31.293643
121.155002,31.152984
121.412925,31.274513
121.440083,31.1402
121.458258,31.235083
121.298212,31.312579
121.480879,31.291822
121.360226,31.116385
121.542972,31.04075
121.419309,31.090802
121.370343,31.193534
121.427424,31.243045
121.520164,31.195553
121.425511,31.239516
121.426689,31.245055
121.307602,31.220072
121.411568,31.180003
